Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6cd54096-7836-7f1d-0b97-66b2ea4626e5,1957-04-01,2025-08-26,999-68-9302,S99937914,X14294374X,Mr.,Raymon366,Elbert916,Ondricka197,,,M,white,nonhispanic,M,Encinitas  California  US,474 Dietrich Throughway,Oakland,California,Alameda County,6001,94605,37.892034974997486,-122.20659645702993,751660.63,323166.11,57669
0b070fcf-a5ce-8ac7-90cc-979aa78208f3,1965-07-05,,999-21-6820,S99937687,X61104217X,Mrs.,Gwyn381,Anita473,Heathcote539,,Bergnaum523,M,white,nonhispanic,F,Los Angeles  California  US,289 Johnston Orchard,Oakland,California,Alameda County,6001,94619,37.832456483968265,-122.22978836232754,1015118.64,216615.97,95083
e6083538-e9a1-7c1b-b89a-75fd7b21c70d,1995-01-04,,999-25-4805,S99976891,X10846840X,Mr.,Lon587,,Renner328,,,M,asian,nonhispanic,M,Sacramento  California  US,794 Brakus Neck Unit 73,Oakland,California,Alameda County,6001,94705,37.80060425035216,-122.256676479687,107797.91,16762.38,106757
9e136d8a-0b71-525a-e006-a43915570386,2016-03-13,,999-46-2313,,,,Janay119,Neoma676,McClure239,,,,white,nonhispanic,F,Beaumont  California  US,678 Langosh Knoll Suite 36,Oakland,California,Alameda County,6001,94607,37.822836485930324,-122.32930654914226,1654.94,35861.18,30920
d32289a0-0f6d-8700-66bd-97990cceeaa7,1970-09-04,2024-04-06,999-12-1824,S99995368,X1466655X,Ms.,María del Carmen27,Julia241,Saldaña5,,,S,asian,hispanic,F,Wesley  Saint Andrew Parish  DM,519 Skiles Ville Suite 26,Oakland,California,Alameda County,6001,94704,37.845929844947804,-122.29149103047963,38945.13,3390123.67,18843
48294fba-7035-f3b0-3ba0-abc77a81838b,1985-03-20,,999-83-8116,S99941416,X48009704X,Mr.,Orval846,Clair921,Dare640,,,S,white,nonhispanic,M,Placerville  California  US,964 Stokes Alley Apt 70,Oakland,California,Alameda County,6001,94618,37.78512917650005,-122.21486565800325,64173.10,112307.00,24905
52dd1bb7-581f-c175-6703-352a0ffebb70,1989-01-24,,999-66-6719,S99932401,X24640173X,Mrs.,Irene779,Marisol435,Pantoja215,,Alonso270,M,white,hispanic,F,Bayamon  Puerto Rico  PR,711 Gusikowski Plaza,Oakland,California,Alameda County,6001,94618,37.8030727379475,-122.229279228221,104868.19,636285.83,65395
f5fc07f9-7327-dcda-1073-cd5dc932cd85,1956-01-02,2021-03-14,999-14-6565,S99998056,X52292977X,Mr.,Daniel959,,Ybarra887,,,D,asian,hispanic,M,Havana  Havana  CU,174 Russel Union Suite 23,Oakland,California,Alameda County,6001,94705,37.80980898851123,-122.2281516333368,16904.25,578480.16,8322
7cb46c7f-5322-4511-af2a-e22020037664,1963-04-24,2019-11-05,999-57-8091,S99975001,X40454573X,Ms.,Angeline97,Cory323,Abbott774,,,S,white,nonhispanic,F,Santa Rosa  California  US,898 Hackett Row Apt 93,Oakland,California,Alameda County,6001,94603,37.78000590036138,-122.16452436828716,22871.47,1410048.39,23224
6f3c604b-f293-4fbc-528a-bde5555ca604,2013-08-15,,999-42-8862,,,,Markus389,Warner493,Bogisich202,,,,white,nonhispanic,M,Castro Valley  California  US,290 Cassin Run,Oakland,California,Alameda County,6001,94608,37.848650866905295,-122.21005248772741,33256.53,72356.27,843256
81946fec-c7b5-8dfb-3a33-d6a8f586643a,1946-06-02,2005-04-30,999-25-4568,S99975317,X14248229X,Mr.,Tyler508,Santiago500,Schimmel440,,,M,white,hispanic,M,San Jose  California  US,776 Flatley Burg,Oakland,California,Alameda County,6001,94613,37.78967152330903,-122.21254769559404,176573.78,621426.00,38209
a41eb6c2-8831-fe25-35c2-d8e2f917ddae,2020-11-17,,999-72-1158,,,,Mitch821,Lyman173,Von197,,,,white,nonhispanic,M,Modesto  California  US,1013 Bradtke Gateway,Oakland,California,Alameda County,6001,94704,37.90950565319907,-122.2813175231587,22410.90,1915.78,89816
5471acab-95a1-131e-61c6-1152d32e2464,1998-10-15,,999-24-1024,S99961840,X89576720X,Mr.,Agustín529,Javier97,Bahena335,,,,asian,hispanic,M,Marigot  Saint Andrew Parish  DM,229 Kreiger Mission Unit 67,Oakland,California,Alameda County,6001,94618,37.77696888929047,-122.13923735198094,8300.00,920452.73,8445
ba640f7f-1c17-0e4e-987d-96492bf1f85e,1931-04-15,2019-12-20,999-57-1227,S99943091,X39989587X,Mrs.,Marie754,Agripina633,Schultz619,,Kuphal363,M,white,nonhispanic,F,Victorville  California  US,766 Stehr Rapid Suite 16,Oakland,California,Alameda County,6001,94601,37.853306938472954,-122.19817067453248,73189.28,2373267.60,14526
3742533c-3a67-130b-7c9e-2286e909fe5f,1947-08-30,,999-86-4648,S99915032,X26507680X,Mrs.,Yer774,,Pfannerstill264,,Champlin946,M,white,nonhispanic,F,San Diego  California  US,266 Johnson Port,Oakland,California,Alameda County,6001,94602,37.726843393620406,-122.26775885118538,927998.25,338378.20,113688
d124ce15-3237-5273-3bfa-aec3963d58d8,1996-04-05,,999-89-7043,S99936686,X36661404X,Mrs.,Daniell603,Nenita289,Kuhn96,,Lesch175,M,white,nonhispanic,F,San Diego  California  US,630 Powlowski Key Suite 29,Oakland,California,Alameda County,6001,94601,37.835614717436826,-122.17068611091663,96535.62,1613752.26,59631
8c7b2223-7674-6d17-4804-e127ef6af318,1979-04-02,,999-23-7560,S99991353,X730216X,Mr.,Pete38,Darrick836,Kuphal363,,,D,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,197 Mohr Hollow Apt 2,Oakland,California,Alameda County,6001,94602,37.786004668574854,-122.12024787709375,12867.65,1068722.03,18088
e26b3f18-3ad4-9cae-aeb4-3bcd53ff9f18,1963-04-24,,999-10-1007,S99919955,X31204142X,Mrs.,Mamie949,Jann271,Blick895,,Robel940,D,white,nonhispanic,F,El Monte  California  US,900 Spinka Mill Suite 93,Oakland,California,Alameda County,6001,94612,37.757432803427726,-122.10727330372103,23574.40,1428836.49,23224
7fce15ed-557d-14b6-bab8-f8a4cd39de0c,1956-01-02,,999-14-4229,S99922365,X6952013X,Mr.,Luis923,Lorenzo669,Alemán808,,,M,asian,hispanic,M,Caracas  Capital District  VE,365 Heller Lock Apt 97,Oakland,California,Alameda County,6001,94704,37.764068627792454,-122.2469270075584,13882.30,573083.36,8322
3a0ddf27-96f3-0f7e-cb0f-e07709846985,1970-05-26,,999-45-7374,S99918792,X8668121X,Mrs.,Cecila397,,Schneider199,,Collins926,M,white,nonhispanic,F,Vallejo  California  US,594 Orn Crossing,Oakland,California,Alameda County,6001,94607,37.77339533495176,-122.18988904311539,943790.78,527712.53,40046
9539d658-bc61-bc36-e0e1-b02b29e5ec43,2017-02-03,,999-78-8304,,,,Griselda377,Juliana372,Grady603,,,,white,nonhispanic,F,Morada  California  US,836 Rutherford Loaf,Oakland,California,Alameda County,6001,94612,37.79662812196503,-122.2724108604804,1800.00,31045.99,17585
1c00840f-e1f8-3231-ea0a-493b2d191d8a,1990-05-14,,999-44-2962,S99979363,X27942361X,Mr.,Eddie505,Derick144,Welch179,,,M,asian,nonhispanic,M,Paramount  California  US,549 Heaney Mission,Oakland,California,Alameda County,6001,94619,37.78087662455663,-122.1820980575377,190131.13,845204.71,176625
733a31ea-bf66-9685-1f60-89fcf73d23de,1992-10-26,,999-42-1954,S99964628,X46116059X,Mrs.,Louanne686,,Orn563,,Langworth352,M,white,nonhispanic,F,San Antonio Heights  California  US,797 Wintheiser Bay,Oakland,California,Alameda County,6001,94605,37.82094417422789,-122.25422551852051,171449.92,862238.05,65501
9f4a60b8-dcb1-0e68-fccf-462bda412378,1931-04-15,2022-02-14,999-21-6119,S99937536,X3973834X,Mrs.,Arcelia945,Alexa171,O'Connell601,,Goldner995,M,white,nonhispanic,F,Lynwood  California  US,1046 Mayer Underpass,Oakland,California,Alameda County,6001,94606,37.79171073373845,-122.18805948663588,37784.00,2162649.56,14526
6649b83b-2e15-b0c6-5df7-08ac015a9d6f,1971-10-30,,999-37-9661,S99927080,X11563495X,Mr.,José María211,,Camarillo982,,,M,white,hispanic,M,Portsmouth  Saint John Parish  DM,728 McLaughlin Bay Apt 60,Oakland,California,Alameda County,6001,94577,37.83268537498061,-122.31667472748167,9741.73,173905.13,13277
2ead7eca-ea45-4c22-3adc-fcc796c50204,2015-05-01,,999-42-9464,,,,Dusti191,Pearlene638,Lakin515,,,,white,hispanic,F,La Puente  California  US,262 Littel Run,Oakland,California,Alameda County,6001,94612,37.82979642490581,-122.2067674795504,39320.92,0.00,103228
9c6d02e7-3360-ec7f-09ba-3f2b410eedcf,2025-11-01,,999-37-8465,,,,Marlin805,Haydee844,Conn188,,,,asian,nonhispanic,F,Saranap  California  US,426 Spinka Vale,Oakland,California,Alameda County,6001,94612,37.81287194417757,-122.19583663557374,250.00,2796.31,7093
bbc9915f-982c-3f0c-4662-ffd29a6c8aa3,1970-09-04,,999-93-5551,S99985231,X76589851X,Mrs.,Carmen818,Isabel214,Negrete68,,Lomeli256,M,asian,hispanic,F,Santo Domingo  National District  DO,579 Harvey Ferry Apt 96,Oakland,California,Alameda County,6001,94618,37.819837495656785,-122.24677874370953,16743.27,1086389.18,18843
d6c25c61-b6b9-c6cd-34d9-e3710c0ecfb0,1932-11-28,,999-29-3416,S99999942,X48682444X,Mr.,Pedro316,,Gurule738,,,D,white,hispanic,M,Panama City  Panama  PA,743 Kautzer Dam,Oakland,California,Alameda County,6001,94605,37.8219457461665,-122.2428583577991,94868.96,276590.90,605072
17c19a20-2140-75af-b3e5-34f6e01c7468,1994-02-14,,999-60-3944,S99961001,X14576985X,Mr.,Marshall526,Teddy976,Gleason633,,,M,other,nonhispanic,M,San Francisco  California  US,633 Johnson Landing Apt 35,Oakland,California,Alameda County,6001,94705,37.74278125411871,-122.21048701127802,96746.25,3284.86,48992
216cfac8-ebca-4679-51d5-34f424ed7cb7,1993-03-12,,999-13-8554,S99917640,X73538205X,Mr.,Joshua658,Nestor901,Walter473,,,S,asian,nonhispanic,M,La Habra  California  US,927 Hickle Gate,Oakland,California,Alameda County,6001,94705,37.8494374554436,-122.2279052895244,63950.59,6625.70,199467
2c9b4a05-15c7-ac7a-5ff4-8726f2bad666,1988-01-19,2017-03-02,999-63-3132,S99968452,X42152171X,Mrs.,Anh979,Freeda113,Murazik203,,Pfeffer420,M,white,nonhispanic,F,Isla Vista  California  US,159 Roob Estate,Oakland,California,Alameda County,6001,94705,37.89001188007575,-122.19698516057464,11667.29,758608.23,13487
f1e7bafb-90ec-6794-b5f6-f99bf023c80e,1991-07-17,,999-32-7180,S99910032,X82661087X,Mr.,Edgardo196,Jayson808,Koelpin146,,,S,hawaiian,nonhispanic,M,Los Angeles  California  US,778 Quigley Viaduct,Oakland,California,Alameda County,6001,94601,37.8001250418261,-122.22754765211495,8192.10,1010901.37,8113
b9111f30-d064-23a2-df5d-2721c41b0010,1946-06-02,,999-78-1905,S99972286,X79234526X,Mr.,Trey250,Darnell564,Durgan499,,,S,white,hispanic,M,San Jose  California  US,654 Cummings Ramp,Oakland,California,Alameda County,6001,94611,37.82306216547043,-122.21884725329133,219652.47,451433.55,38209
b1f38348-2bb5-52c8-92fe-2709cac3feec,2001-01-15,,999-17-3081,S99932489,X19842420X,Ms.,Sunni15,,Larson43,,,,white,nonhispanic,F,Moreno Valley  California  US,595 Harris Hollow Apt 73,Oakland,California,Alameda County,6001,94613,37.89737537951621,-122.22213216210929,120822.80,168715.15,49819
f7850118-75e6-cbc9-5bc5-087f9e9b67ca,1987-08-04,,999-61-3043,S99945355,X49247827X,Mrs.,Arlena205,,Beatty507,,Yundt842,M,white,nonhispanic,F,Anaheim  California  US,170 Gaylord Knoll Apt 37,Oakland,California,Alameda County,6001,94611,37.7883755738711,-122.18686669310014,267032.29,470708.78,49409
04759123-f203-b3b1-982e-d6f09ed38194,1962-08-08,,999-93-3952,S99959374,X14181166X,Mr.,Nickolas58,,Keebler762,,,M,asian,nonhispanic,M,Richmond  California  US,256 Trantow Boulevard,Oakland,California,Alameda County,6001,94705,37.74524892116745,-122.13850433595579,400574.44,80282.39,72696
f9719f88-c511-5c87-8d11-9cf2668c2081,1984-01-11,,999-39-2902,S99956074,X12606231X,Mrs.,Blanca837,Lorena247,Santiago500,,Grijalva82,M,white,hispanic,F,San Jose  San Jose  CR,510 Morar Park,Oakland,California,Alameda County,6001,94606,37.854336911337654,-122.29163146855396,13052.16,1018908.62,17323
8309f45d-d222-7829-6216-c0d539535ce6,1988-01-19,,999-84-4852,S99970981,X84428606X,Mrs.,Nelly786,Lashunda872,Parker433,,Little434,M,white,nonhispanic,F,Montecito  California  US,841 Kirlin Wall,Oakland,California,Alameda County,6001,94606,37.79487042129628,-122.18050703873558,16518.40,1223060.45,13487
6154b486-bc2c-4527-7fd7-80629b25dd9e,1931-04-15,,999-29-6211,S99927779,X6604110X,Ms.,Camilla89,,Tillman293,,,S,white,nonhispanic,F,Petaluma  California  US,294 Gerlach Common Apt 17,Oakland,California,Alameda County,6001,94611,37.719736906808436,-122.11607091861694,28691.32,2523960.40,14526
a1afd7c2-fb75-68e5-41c0-feeae41f6dd5,1990-08-14,,999-17-6689,S99978199,X1011043X,Mr.,Gonzalo160,Errol226,Dickens475,,,M,white,hispanic,M,Carlsbad  California  US,483 Kertzmann Fork,Oakland,California,Alameda County,6001,94577,37.8343374308575,-122.19021687290979,13186.62,1061014.23,940267
c51e520e-897a-817e-c544-38437a2c3593,1964-07-26,,999-37-3579,S99981220,X27770668X,Mr.,Miguel815,Esteban536,Hinojosa147,,,S,white,hispanic,M,Caracas  Capital District  VE,1009 Bashirian Ranch,Oakland,California,Alameda County,6001,94601,37.74041908898807,-122.17004241593729,11063.92,299198.33,11532
d78d65fd-50d1-dec2-2ce6-cfe570632ff0,2004-02-12,,999-75-6489,S99971078,X17617104X,Ms.,Vania595,Erica194,Moen819,,,,white,nonhispanic,F,South Pasadena  California  US,728 Rohan Throughway Suite 69,Oakland,California,Alameda County,6001,94704,37.78042167259956,-122.19597902615318,65972.40,12671.79,71706
a648b08f-c1ba-abc2-dd6f-7b770238eecd,1969-08-03,2023-09-20,999-45-5429,S99977527,X81595263X,Mrs.,Theo630,Donita707,Wisozk929,,Orn563,M,white,nonhispanic,F,Los Angeles  California  US,822 Davis Well Apt 45,Oakland,California,Alameda County,6001,94704,37.790944881781435,-122.30421241356066,701611.96,780608.27,117169
ff6a4235-251b-161e-ca77-99e668d2f8dd,1969-05-27,,999-21-5155,S99991580,X67212052X,Mr.,Edmundo94,Drew592,Kautzer186,,,M,white,nonhispanic,M,Capitola  California  US,469 Durgan Ville,Oakland,California,Alameda County,6001,94608,37.78020440678095,-122.22567513723318,84077.99,195233.03,601443
ecffd560-e75f-b26f-0218-9fe628e419e7,1985-01-22,,999-34-5100,S99920153,X61398324X,Mrs.,Tamatha836,Hyun970,Cummerata161,,Schaden604,M,white,nonhispanic,F,Los Angeles  California  US,1037 Streich Stravenue Unit 67,Oakland,California,Alameda County,6001,94704,37.75071007173958,-122.19684969398185,11182.02,903827.35,18182
11c8861d-be83-d884-0c35-1b01d2e91d43,1942-11-23,2019-01-13,999-77-7960,S99924460,X45894661X,Mrs.,Mercedes82,Marilu588,Curiel392,,Montenegro24,M,black,nonhispanic,F,Roseau  Saint George  DM,757 Abbott Promenade Apt 79,Oakland,California,Alameda County,6001,94602,37.769188952281965,-122.30076044525445,1230575.92,244372.22,62356
6d66df3f-7c64-073c-c40d-73e0e8aededf,1975-06-30,,999-27-3551,S99936084,X4010299X,Mr.,Lanny564,Rickey821,Luettgen772,,,M,black,hispanic,M,Los Angeles  California  US,611 Leannon Green,Oakland,California,Alameda County,6001,94610,37.794585606329754,-122.11284236928756,109606.08,65133.90,96831
666614c4-1a85-53d9-5911-93f3a20b2520,1966-06-20,,999-43-6855,S99912556,X21064135X,Mrs.,Keturah238,Madaline59,Leffler128,,Lesch175,W,white,nonhispanic,F,La Verne  California  US,258 Schmeler Trail,Oakland,California,Alameda County,6001,94602,37.843077111236155,-122.23463542955186,209573.83,298630.77,198621
6910b5d2-b353-ecf3-8506-fb275e9ba6a4,2002-04-27,,999-40-9397,S99942481,X42232578X,Ms.,Dolores502,Marilu588,Aponte375,,,,other,hispanic,F,Wesley  Saint Andrew Parish  DM,467 Auer Quay,Oakland,California,Alameda County,6001,94612,37.83208552282148,-122.25308210366313,65695.31,193195.24,51213
2676b59f-b667-620b-4a79-66fc13f22e7a,1982-01-21,,999-17-1080,S99957054,X29255872X,Mr.,Ricky354,Jon665,Koelpin146,,,M,other,nonhispanic,M,Vacaville  California  US,730 Hyatt Wynd,Oakland,California,Alameda County,6001,94577,37.83613291601272,-122.24560570099744,158435.70,38294.66,178414
dc0ed53d-fe87-5afc-727a-0bc7f9123f6f,2023-10-11,,999-91-4561,,,,Lavern240,,Jenkins714,,,,white,nonhispanic,F,Walnut Creek  California  US,263 Sawayn Rue Apt 55,Oakland,California,Alameda County,6001,94611,37.822054559722076,-122.16235823892356,7273.14,0.00,85186
93bab1f7-835e-a4e9-9cb7-7b73ba4fbbec,1971-02-10,,999-90-5244,S99983026,X47239721X,Mrs.,Avril120,Jessica140,Bednar518,,O'Hara248,M,asian,nonhispanic,F,Diamond Springs  California  US,444 Kuhn Fort,Oakland,California,Alameda County,6001,94705,37.843134626296944,-122.28887578264178,297095.33,1065119.27,29116
ecd96013-1ef4-eeee-35fa-46a9f7305a0e,2019-08-25,,999-60-1655,,,,Dennis979,Erlinda993,Kuphal363,,,,white,hispanic,F,Oceanside  California  US,677 Rempel Park,Oakland,California,Alameda County,6001,94606,37.84326748905398,-122.21313377624172,9307.56,805.37,123803
ed9a3728-3485-8556-a5db-7c1742c5a596,2010-08-08,,999-29-3332,,,,Shalonda324,Lizette501,Wolff180,,,,white,nonhispanic,F,Downey  California  US,462 Brakus Lock Unit 16,Oakland,California,Alameda County,6001,94621,37.84718710437761,-122.31088110065595,29565.86,37425.05,103349
f8e06321-5cde-7b69-3e83-6c111870ce06,1985-07-26,,999-97-2449,S99944504,X48688689X,Mrs.,Cristina921,Carla633,Treviño536,,Leiva147,M,hawaiian,hispanic,F,Marigot  Saint Andrew Parish  DM,1092 DuBuque Crossing Suite 82,Oakland,California,Alameda County,6001,94704,37.77835027628964,-122.33915662571698,20474.27,776336.50,16665
18f2adb0-d439-1637-74ed-9c8f997cb3ce,2021-03-31,,999-70-4380,,,,Wai719,,Reinger292,,,,asian,hispanic,F,Oakland  California  US,830 Cruickshank Crossing Apt 57,Oakland,California,Alameda County,6001,94605,37.82273675613302,-122.22235003870307,1450.00,17452.78,13288
d792ff07-eb6f-ac05-e7b2-37d65c157b38,2022-05-03,,999-68-8023,,,,Camellia58,Sherill945,Torphy630,,,,white,nonhispanic,F,Pittsburg  California  US,295 Bradtke Throughway,Oakland,California,Alameda County,6001,94611,37.79477613809716,-122.23578174111805,11890.44,958.28,191985
11a24796-ff03-a0bf-30e5-4f1a8158e029,1942-11-23,2000-05-03,999-29-4221,S99944548,X82224136X,Mrs.,Marta91,María Elena653,Solano766,,Abrego412,M,black,nonhispanic,F,Marigot  Saint Andrew Parish  DM,439 Ruecker Course Unit 11,Oakland,California,Alameda County,6001,94610,37.83252992703518,-122.27141357310535,1734588.25,960977.03,62356
f04ed2af-0851-96e4-a8d1-e85a5487258c,2013-09-24,,999-27-2948,,,,Nakita746,Tamika537,Fay398,,,,black,nonhispanic,F,Los Angeles  California  US,381 Jacobson Rest Suite 96,Oakland,California,Alameda County,6001,94603,37.793227357638585,-122.14407813238071,2300.00,40295.44,11142
6683adf1-7f83-8c1a-8851-41d012fa48be,1977-06-09,,999-74-8417,S99995163,X67899023X,Mr.,Arnold338,,Gleason633,,,S,white,nonhispanic,M,Sunnyvale  California  US,178 Boehm Pathway Unit 13,Oakland,California,Alameda County,6001,94601,37.76224099543647,-122.31425700377844,181547.56,837239.17,150616
211eb222-2dd3-d042-2fef-979f096a974a,2003-05-29,,999-67-3285,S99979102,X24254800X,Ms.,Layla49,Georgine810,Weber641,,,,asian,nonhispanic,F,El Cajon  California  US,738 Raynor Extension Suite 33,Oakland,California,Alameda County,6001,94601,37.78823403953785,-122.21780723475047,4537.57,197598.99,17847
525e77c6-74c8-3226-135d-d245b2b3dfd4,1967-05-09,,999-35-9560,S99974703,X39885631X,Ms.,Dallas143,Eunice461,Brekke496,,,S,asian,nonhispanic,F,San Jose  California  US,997 Lindgren Drive,Oakland,California,Alameda County,6001,94608,37.76490482119615,-122.19982443441951,1320050.43,313450.95,100882
cd66670b-3d6f-59c6-92d4-15d6bd77773d,2015-05-06,,999-91-7822,,,,Karrie350,Hermine424,Hessel84,,,,hawaiian,nonhispanic,F,Santa Clarita  California  US,670 Armstrong Fort,Oakland,California,Alameda County,6001,94609,37.82482648411569,-122.28374698567198,22707.75,0.00,97007
484b94be-f06f-da54-f258-3f10880bb667,1986-02-11,,999-76-9007,S99913516,X58670083X,Mrs.,Freeda113,Lynn917,Von197,,Lakin515,W,white,hispanic,F,Hayward  California  US,835 Wehner Knoll,Oakland,California,Alameda County,6001,94608,37.803712961370984,-122.18547052994356,814920.74,1287949.12,46992
d2705d50-8779-2ac9-4015-41d6206809b4,1969-08-03,,999-87-7159,S99989931,X85180252X,Mrs.,Viola977,,Corkery305,,Spinka232,M,white,nonhispanic,F,Fontana  California  US,1004 Bergnaum View Suite 0,Oakland,California,Alameda County,6001,94621,37.78579137794154,-122.20882775360133,901332.53,489410.02,117169
f00bb2ec-edfd-0085-a738-b13b00be1eac,1952-05-25,,999-40-8696,S99947958,X28584305X,Mrs.,Annamae625,Alisha974,Herman763,,Kunde533,M,asian,nonhispanic,F,Chula Vista  California  US,237 Huel Avenue,Oakland,California,Alameda County,6001,94618,37.742553016314034,-122.10727444678761,337602.50,1391825.28,25338
bd45a9df-5e2c-d3c3-7131-9557ca10285a,1990-09-12,,999-84-2466,S99987240,X63384887X,Mr.,Jarred626,Drew592,Kozey370,,,M,white,nonhispanic,M,Pacifica  California  US,301 Rippin Camp,Oakland,California,Alameda County,6001,94606,37.85613935628479,-122.30590099779904,72130.51,178237.06,34880
4c30f475-3ac6-c2a9-470d-384004805eb3,2022-09-24,,999-50-8969,,,,Hugo693,Theo630,Tremblay80,,,,white,nonhispanic,M,San Diego  California  US,1072 Nader Center Unit 43,Oakland,California,Alameda County,6001,94603,37.688024594719316,-122.13199457660882,600.00,19696.22,10960
ec9f10b7-4e18-b340-af9d-834a914447b3,1944-08-12,,999-40-1002,S99913627,X34127319X,Mr.,Terrell212,Mose244,Harris789,,,D,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,993 VonRueden Skyway Unit 20,Oakland,California,Alameda County,6001,94704,37.72280197788366,-122.21611168288419,235152.95,1920256.52,30704
64ddec9f-6e45-fbe7-723d-cb20eb816871,1990-03-21,2005-04-08,999-38-8976,,,,Frederick289,Julius90,Schmitt836,,,,asian,nonhispanic,M,Cerritos  California  US,338 Lindgren Track Apt 78,Oakland,California,Alameda County,6001,94607,37.75961821086941,-122.16125495585875,42834.25,404113.25,65987
b0c036cc-8879-54bd-3635-5272de4f5b53,1961-12-27,,999-22-7412,S99950334,X4732330X,Mrs.,Aide521,Lakiesha286,Tromp100,,Effertz744,M,white,nonhispanic,F,Palmdale  California  US,1022 Runolfsson Landing Apt 70,Oakland,California,Alameda County,6001,94601,37.73513238170998,-122.1391552648999,20405.30,1071031.52,10916
2653f5df-f6d9-85a6-c5ba-20c34072d997,1985-12-25,,999-73-7208,S99955238,X77696324X,Mrs.,Tora746,Cathi439,Olson653,,Rippin620,M,hawaiian,nonhispanic,F,Calexico  California  US,911 Smith Wall Unit 1,Oakland,California,Alameda County,6001,94619,37.8557801060976,-122.31953338146954,342194.29,787116.58,61902
afcc0449-75f6-f093-b784-4af3e606141f,2005-10-29,,999-90-8722,S99971396,X77927804X,Ms.,Jamie386,Ocie984,Zulauf375,,,,white,nonhispanic,F,Napa  California  US,482 Fisher Heights Unit 33,Oakland,California,Alameda County,6001,94608,37.78372592842734,-122.22785375840422,103663.36,721454.39,56644
6018061f-a5ba-a37f-cb6e-24f3370a4974,1973-01-21,,999-11-8558,S99921856,X58972251X,Mr.,Van763,Rubin812,Morissette863,,,M,white,hispanic,M,West Rancho Dominguez  California  US,697 Schneider Junction,Oakland,California,Alameda County,6001,94704,37.807887513372066,-122.29632697694369,156643.76,89725.93,881579
1f3671eb-d6a6-89fe-e345-be9d7b602af1,2025-05-01,,999-97-8494,,,,Débora815,,Preciado125,,,,asian,hispanic,F,Wesley  Saint Andrew Parish  DM,889 Daniel Road,Oakland,California,Alameda County,6001,94621,37.75752242709747,-122.15231782501503,6537.34,665.02,113578
6bfb9e90-d555-9d4b-b797-bc172d88bcc2,2023-09-27,,999-34-1410,,,,Lauryn321,,Corwin846,,,,white,nonhispanic,F,Gardena  California  US,1001 Lebsack Route Apt 48,Oakland,California,Alameda County,6001,94609,37.79083672211474,-122.17673216873595,8741.71,0.00,0
3ede849d-df8d-da1a-8b12-1586c10a10a8,2021-12-27,,999-69-9949,,,,Colton403,Gayle448,Corwin846,,,,asian,nonhispanic,M,Osaka  Osaka  JP,629 Schumm Ville,Oakland,California,Alameda County,6001,94618,37.77035308857946,-122.1647151062625,927.86,18277.77,37266
2d75acb5-35fb-3dbf-6cfc-94d1bcf5f1fe,2022-03-10,,999-64-3399,,,,Fred155,Jacalyn740,Blanda868,,,,white,nonhispanic,F,Los Angeles  California  US,952 Mohr Trail,Oakland,California,Alameda County,6001,94618,37.823868524105954,-122.20480218257333,900.00,21717.34,38519
6326e3d0-59fc-d2a1-a527-fcc91dd3bb82,2010-10-29,,999-32-8118,,,,Julia241,Maricarmen445,Urrutia540,,,,white,hispanic,F,San Jose  San Jose  CR,619 Ratke Overpass,Oakland,California,Alameda County,6001,94577,37.78104129187559,-122.18117224769534,68655.91,425962.34,78648
abe30a3a-0d66-1212-2942-9f76b72d31ea,1962-05-26,,999-11-8857,S99992916,X65898792X,Mr.,Ali918,,Daniel959,,,M,hawaiian,nonhispanic,M,San Jose  California  US,281 Schuster Gardens Suite 88,Oakland,California,Alameda County,6001,94609,37.86476711837978,-122.22158276540507,555741.57,667821.14,73232
9b7956e6-ca62-971e-9f31-e3a3fc082e7b,1990-03-21,,999-35-5230,S99989511,X25230150X,Mr.,Isaias604,,Anderson154,,,M,asian,nonhispanic,M,Palm Springs  California  US,528 Shanahan Bridge,Oakland,California,Alameda County,6001,94610,37.75038980724269,-122.2053710012435,623700.24,534425.90,65987
22c4acc6-d908-9618-c324-49de036bd993,2025-03-21,,999-93-9457,,,,Lucia634,María Teresa440,Nieto461,,,,white,hispanic,F,Kingston  Kingston  JM,345 Lowe Mill Apt 71,Oakland,California,Alameda County,6001,94606,37.71367242866805,-122.1439373970296,200.00,5932.94,37232
90b5c23b-0ca1-f7f8-3be3-1a3a2e34d984,1988-01-10,,999-35-3234,S99921102,X11864000X,Mr.,Herb645,Harlan808,Mann644,,,M,white,nonhispanic,M,East Orosi  California  US,220 McKenzie Route Suite 98,Oakland,California,Alameda County,6001,94601,37.7680008684708,-122.12023442898543,37213.02,88427.07,25856
28f8ac0d-155a-932f-b997-2ca847cadd84,1991-08-24,,999-34-4572,S99916798,X43620075X,Mr.,Jame231,,Lueilwitz711,,,M,white,nonhispanic,M,Pomona  California  US,273 Lubowitz Parade,Oakland,California,Alameda County,6001,94608,37.8502921796926,-122.31877886752088,29893.81,99049.14,40020
